timestamp;Temperature;Dew Point;Humidity;Wind;Wind Speed;Wind Gust;Pressure;Condition;Interval Modifier
06.09.2023 06:20;57 °F;52 °F;82 %;SE;8 mph;0 mph;28.39 in;Fair;1,228070175
06.09.2023 06:50;55 °F;52 °F;88 %;SE;7 mph;0 mph;28.39 in;Fair;1,272727273
06.09.2023 07:20;57 °F;52 °F;82 %;SE;6 mph;0 mph;28.39 in;Fair;1,228070175
06.09.2023 07:50;59 °F;54 °F;82 %;SSE;2 mph;0 mph;28.42 in;Fair;1,186440678
06.09.2023 08:20;61 °F;54 °F;77 %;VAR;1 mph;0 mph;28.42 in;Fair;1,147540984
06.09.2023 08:50;63 °F;54 °F;72 %;ESE;5 mph;0 mph;28.42 in;Fair;1,111111111
06.09.2023 09:20;63 °F;54 °F;72 %;SE;5 mph;0 mph;28.42 in;Fair;1,111111111
06.09.2023 09:50;64 °F;57 °F;77 %;E;6 mph;0 mph;28.42 in;Fair;1,09375
06.09.2023 10:20;66 °F;55 °F;68 %;E;9 mph;0 mph;28.42 in;Fair;1,060606061
06.09.2023 10:50;68 °F;55 °F;64 %;ESE;8 mph;0 mph;28.42 in;Fair;1,029411765
06.09.2023 11:20;70 °F;55 °F;60 %;E;12 mph;0 mph;28.42 in;Fair;1
06.09.2023 11:50;72 °F;55 °F;57 %;E;9 mph;0 mph;28.45 in;Fair;0,972222222
06.09.2023 12:20;72 °F;55 °F;57 %;E;12 mph;0 mph;28.42 in;Fair;0,972222222
06.09.2023 12:50;73 °F;55 °F;53 %;E;9 mph;0 mph;28.42 in;Fair;0,95890411
06.09.2023 13:20;75 °F;54 °F;47 %;E;10 mph;0 mph;28.42 in;Fair;0,933333333
06.09.2023 13:50;75 °F;54 °F;47 %;E;10 mph;0 mph;28.42 in;Fair;0,933333333
06.09.2023 14:20;77 °F;50 °F;39 %;E;10 mph;0 mph;28.42 in;Fair;0,909090909
06.09.2023 14:50;77 °F;54 °F;44 %;ESE;9 mph;0 mph;28.42 in;Fair;0,909090909
06.09.2023 15:20;77 °F;54 °F;44 %;E;8 mph;0 mph;28.42 in;Fair;0,909090909
06.09.2023 15:50;77 °F;55 °F;47 %;E;9 mph;0 mph;28.39 in;Fair;0,909090909
06.09.2023 16:20;77 °F;55 °F;47 %;E;7 mph;0 mph;28.39 in;Fair;0,909090909
06.09.2023 16:50;77 °F;55 °F;47 %;ENE;7 mph;0 mph;28.39 in;Fair;0,909090909
06.09.2023 17:20;77 °F;54 °F;44 %;E;6 mph;0 mph;28.39 in;Fair;0,909090909
06.09.2023 17:50;77 °F;55 °F;47 %;E;7 mph;0 mph;28.39 in;Fair;0,909090909
06.09.2023 18:20;75 °F;55 °F;50 %;E;7 mph;0 mph;28.39 in;Fair;0,933333333
06.09.2023 18:50;75 °F;54 °F;47 %;E;6 mph;0 mph;28.39 in;Fair;0,933333333
06.09.2023 19:20;73 °F;54 °F;50 %;E;6 mph;0 mph;28.39 in;Fair;0,95890411
06.09.2023 19:50;72 °F;54 °F;53 %;E;5 mph;0 mph;28.39 in;Fair;0,972222222
06.09.2023 20:20;72 °F;54 °F;53 %;E;7 mph;0 mph;28.39 in;Fair;0,972222222
06.09.2023 20:50;70 °F;54 °F;56 %;E;7 mph;0 mph;28.39 in;Fair;1
06.09.2023 21:20;68 °F;54 °F;60 %;E;6 mph;0 mph;28.39 in;Fair;1,029411765
06.09.2023 21:50;64 °F;54 °F;68 %;E;6 mph;0 mph;28.39 in;Fair;1,09375
06.09.2023 22:20;64 °F;55 °F;73 %;E;6 mph;0 mph;28.39 in;Fair;1,09375
06.09.2023 22:50;66 °F;54 °F;64 %;VAR;2 mph;0 mph;28.39 in;Fair;1,060606061
06.09.2023 23:20;66 °F;55 °F;68 %;ESE;3 mph;0 mph;28.39 in;Fair;1,060606061
06.09.2023 23:50;64 °F;54 °F;68 %;VAR;2 mph;0 mph;28.39 in;Fair;1,09375
07.09.2023 00:20;64 °F;54 °F;68 %;ESE;3 mph;0 mph;28.39 in;Fair;1,09375
07.09.2023 00:50;64 °F;54 °F;68 %;ESE;5 mph;0 mph;28.39 in;Fair;1,09375
07.09.2023 01:20;64 °F;54 °F;68 %;ESE;5 mph;0 mph;28.39 in;Fair;1,09375
07.09.2023 01:50;64 °F;54 °F;68 %;ESE;9 mph;0 mph;28.39 in;Fair;1,09375
07.09.2023 02:20;63 °F;54 °F;72 %;ESE;5 mph;0 mph;28.39 in;Fair;1,111111111
07.09.2023 02:50;61 °F;54 °F;77 %;ESE;5 mph;0 mph;28.39 in;Fair;1,147540984
07.09.2023 03:20;61 °F;54 °F;77 %;ESE;3 mph;0 mph;28.39 in;Fair;1,147540984
07.09.2023 03:50;61 °F;52 °F;72 %;ESE;3 mph;0 mph;28.39 in;Fair;1,147540984
07.09.2023 04:20;61 °F;52 °F;72 %;VAR;2 mph;0 mph;28.39 in;Fair;1,147540984
07.09.2023 04:50;61 °F;52 °F;72 %;VAR;2 mph;0 mph;28.39 in;Fair;1,147540984
07.09.2023 05:20;59 °F;52 °F;77 %;ESE;3 mph;0 mph;28.37 in;Fair;1,186440678
07.09.2023 05:50;59 °F;52 °F;77 %;E;3 mph;0 mph;28.37 in;Fair;1,186440678
07.09.2023 06:20;57 °F;52 °F;82 %;E;5 mph;0 mph;28.37 in;Fair;1,228070175
07.09.2023 06:50;57 °F;52 °F;82 %;E;6 mph;0 mph;28.37 in;Fair;1,228070175
07.09.2023 07:20;57 °F;52 °F;82 %;E;5 mph;0 mph;28.39 in;Fair;1,228070175
07.09.2023 07:50;59 °F;52 °F;77 %;ESE;5 mph;0 mph;28.39 in;Fair;1,186440678
07.09.2023 08:20;61 °F;54 °F;77 %;ESE;3 mph;0 mph;28.39 in;Fair;1,147540984
07.09.2023 08:50;63 °F;55 °F;77 %;ESE;6 mph;0 mph;28.39 in;Fair;1,111111111
07.09.2023 09:20;64 °F;55 °F;73 %;VAR;5 mph;0 mph;28.39 in;Fair;1,09375
07.09.2023 09:50;66 °F;57 °F;73 %;ESE;7 mph;0 mph;28.39 in;Fair;1,060606061
07.09.2023 10:20;68 °F;57 °F;68 %;ESE;8 mph;0 mph;28.39 in;Fair;1,029411765
07.09.2023 10:50;68 °F;57 °F;68 %;E;8 mph;0 mph;28.39 in;Fair;1,029411765
07.09.2023 11:20;70 °F;59 °F;68 %;E;8 mph;0 mph;28.39 in;Fair;1
07.09.2023 11:50;72 °F;59 °F;64 %;ESE;7 mph;0 mph;28.39 in;Fair;0,972222222
07.09.2023 12:20;73 °F;59 °F;61 %;ESE;8 mph;0 mph;28.39 in;Fair;0,95890411
07.09.2023 12:50;75 °F;59 °F;57 %;ESE;9 mph;0 mph;28.39 in;Fair;0,933333333
07.09.2023 13:20;75 °F;59 °F;57 %;ESE;9 mph;0 mph;28.39 in;Fair;0,933333333
07.09.2023 13:50;75 °F;59 °F;57 %;E;8 mph;0 mph;28.39 in;Fair;0,933333333
07.09.2023 14:20;77 °F;59 °F;54 %;ESE;6 mph;0 mph;28.39 in;Fair;0,909090909
07.09.2023 14:50;77 °F;59 °F;54 %;ESE;8 mph;0 mph;28.37 in;Fair;0,909090909
07.09.2023 15:20;77 °F;57 °F;50 %;SE;7 mph;0 mph;28.37 in;Fair;0,909090909
07.09.2023 15:50;79 °F;57 °F;47 %;ESE;8 mph;0 mph;28.37 in;Fair;0,886075949
07.09.2023 16:20;79 °F;57 °F;47 %;ESE;7 mph;0 mph;28.37 in;Fair;0,886075949
07.09.2023 16:50;77 °F;55 °F;47 %;E;8 mph;0 mph;28.37 in;Fair;0,909090909
07.09.2023 17:20;77 °F;55 °F;47 %;ESE;12 mph;0 mph;28.37 in;Fair;0,909090909
07.09.2023 17:50;77 °F;55 °F;47 %;SE;10 mph;0 mph;28.37 in;Fair;0,909090909
07.09.2023 18:20;77 °F;57 °F;50 %;ESE;10 mph;0 mph;28.37 in;Fair;0,909090909
07.09.2023 18:50;75 °F;57 °F;53 %;ESE;9 mph;0 mph;28.37 in;Fair;0,933333333
07.09.2023 19:20;73 °F;57 °F;57 %;ESE;8 mph;0 mph;28.37 in;Fair;0,95890411
07.09.2023 19:50;73 °F;57 °F;57 %;ESE;10 mph;0 mph;28.37 in;Fair;0,95890411
07.09.2023 20:20;72 °F;57 °F;60 %;ESE;8 mph;0 mph;28.37 in;Fair;0,972222222
07.09.2023 20:50;70 °F;57 °F;64 %;ESE;7 mph;0 mph;28.37 in;Fair;1
